,TOPIC,SUBTOPIC,SUBTOPIC_ID,TAXONOMY,TAXONOMY_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,NESTING_LABEL,NESTING_LABEL_ID,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
11239,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,18-34 years,2,2,,,"Percent of population, crude",1,2020,,7.0,,6.2,7.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11240,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,18-34 years,2,2,,,"Percent of population, crude",1,2021,,8.0,,7.2,8.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11241,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,18-34 years,2,2,,,"Percent of population, crude",1,2022,,9.0,,8.2,9.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11242,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,18-34 years,2,2,,,"Percent of population, crude",1,2023,,9.4,,8.6,10.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11243,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,18-34 years,2,2,,,"Percent of population, crude",1,2024,,10.0,,9.1,10.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11244,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,35-49 years,3,3,,,"Percent of population, crude",1,2019,,5.1,,4.5,5.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11245,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,35-49 years,3,3,,,"Percent of population, crude",1,2020,,5.2,,4.5,5.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11246,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,35-49 years,3,3,,,"Percent of population, crude",1,2021,,4.4,,3.9,5.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11247,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,35-49 years,3,3,,,"Percent of population, crude",1,2022,,5.9,,5.3,6.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11248,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,35-49 years,3,3,,,"Percent of population, crude",1,2023,,6.7,,6.0,7.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11249,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,35-49 years,3,3,,,"Percent of population, crude",1,2024,,7.5,,6.8,8.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11250,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,50-64 years,4,4,,,"Percent of population, crude",1,2019,,3.5,,3.1,4.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11251,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,50-64 years,4,4,,,"Percent of population, crude",1,2020,,3.0,,2.5,3.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11252,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,50-64 years,4,4,,,"Percent of population, crude",1,2021,,2.5,,2.1,2.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11253,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,50-64 years,4,4,,,"Percent of population, crude",1,2022,,3.0,,2.6,3.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11254,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,50-64 years,4,4,,,"Percent of population, crude",1,2023,,3.4,,2.9,3.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11255,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,50-64 years,4,4,,,"Percent of population, crude",1,2024,,3.9,,3.4,4.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11256,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,65 years and older,5,5,,,"Percent of population, crude",1,2019,,1.3,,1.0,1.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11257,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,65 years and older,5,5,,,"Percent of population, crude",1,2020,,1.1,,0.9,1.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11258,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,65 years and older,5,5,,,"Percent of population, crude",1,2021,,1.0,,0.7,1.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11259,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,65 years and older,5,5,,,"Percent of population, crude",1,2022,,1.2,,0.9,1.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11260,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,65 years and older,5,5,,,"Percent of population, crude",1,2023,,1.4,,1.1,1.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11261,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,65 years and older,5,5,,,"Percent of population, crude",1,2024,,1.0,,0.8,1.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA33,SC_NHISA00"
11286,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,With disability,10,10,,,"Percent of population, crude",1,2019,,7.1,,6.0,8.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA33,SC_NHISA00"
11287,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,With disability,10,10,,,"Percent of population, crude",1,2020,,7.5,,6.3,8.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA33,SC_NHISA00"
11288,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,With disability,10,10,,,"Percent of population, crude",1,2021,,7.3,,6.1,8.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA33,SC_NHISA00"
11289,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,With disability,10,10,,,"Percent of population, crude",1,2022,,8.5,,7.2,9.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA33,SC_NHISA00"
11290,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,With disability,10,10,,,"Percent of population, crude",1,2023,,9.8,,8.4,11.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA33,SC_NHISA00"
11291,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,With disability,10,10,,,"Percent of population, crude",1,2024,,11.2,,9.8,12.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA33,SC_NHISA00"
11292,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,Without disability,11,11,,,"Percent of population, crude",1,2019,,4.1,,3.8,4.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA33,SC_NHISA00"
11293,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,Without disability,11,11,,,"Percent of population, crude",1,2020,,4.0,,3.7,4.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA33,SC_NHISA00"
11294,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,Without disability,11,11,,,"Percent of population, crude",1,2021,,3.9,,3.6,4.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA33,SC_NHISA00"
11295,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,Without disability,11,11,,,"Percent of population, crude",1,2022,,4.7,,4.3,5.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA33,SC_NHISA00"
11296,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,Without disability,11,11,,,"Percent of population, crude",1,2023,,5.0,,4.7,5.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA33,SC_NHISA00"
11297,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,Without disability,11,11,,,"Percent of population, crude",1,2024,,5.3,,4.9,5.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA33,SC_NHISA00"
11298,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,With functioning difficulties,12,12,,,"Percent of population, crude",1,2019,,6.3,,5.8,6.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA33,SC_NHISA00"
11299,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,With functioning difficulties,12,12,,,"Percent of population, crude",1,2020,,6.0,,5.5,6.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA33,SC_NHISA00"
11300,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,With functioning difficulties,12,12,,,"Percent of population, crude",1,2021,,6.2,,5.7,6.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA33,SC_NHISA00"
11301,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,With functioning difficulties,12,12,,,"Percent of population, crude",1,2022,,6.9,,6.4,7.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA33,SC_NHISA00"
11302,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,With functioning difficulties,12,12,,,"Percent of population, crude",1,2023,,7.9,,7.4,8.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA33,SC_NHISA00"
11303,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,With functioning difficulties,12,12,,,"Percent of population, crude",1,2024,,8.0,,7.4,8.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA33,SC_NHISA00"
11304,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,Without functioning difficulties,13,13,,,"Percent of population, crude",1,2019,,3.0,,2.7,3.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA33,SC_NHISA00"
11305,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,Without functioning difficulties,13,13,,,"Percent of population, crude",1,2020,,3.0,,2.7,3.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA33,SC_NHISA00"
11306,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,Without functioning difficulties,13,13,,,"Percent of population, crude",1,2021,,2.7,,2.4,3.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA33,SC_NHISA00"
11307,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,Without functioning difficulties,13,13,,,"Percent of population, crude",1,2022,,3.5,,3.2,3.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA33,SC_NHISA00"
11308,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,Without functioning difficulties,13,13,,,"Percent of population, crude",1,2023,,3.5,,3.1,3.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA33,SC_NHISA00"
11309,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,Without functioning difficulties,13,13,,,"Percent of population, crude",1,2024,,4.0,,3.6,4.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA33,SC_NHISA00"
11310,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Married,14,14,,,"Percent of population, crude",1,2019,,3.2,,2.8,3.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11311,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Married,14,14,,,"Percent of population, crude",1,2020,,2.9,,2.5,3.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11312,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Married,14,14,,,"Percent of population, crude",1,2021,,2.7,,2.4,3.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11313,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Married,14,14,,,"Percent of population, crude",1,2022,,3.2,,2.9,3.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11314,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Married,14,14,,,"Percent of population, crude",1,2023,,3.9,,3.5,4.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11315,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Married,14,14,,,"Percent of population, crude",1,2024,,4.4,,4.0,4.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11316,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2019,,6.2,,5.3,7.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11317,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2020,,5.8,,4.9,6.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11318,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2021,,4.7,,4.0,5.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11319,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2022,,6.1,,5.2,7.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11320,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2023,,7.4,,6.5,8.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11321,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2024,,6.8,,5.9,7.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11322,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2019,,2.5,,1.8,3.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11323,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2020,,1.8,,1.2,2.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11324,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2021,,1.4,,1.0,1.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11325,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2022,,2.2,,1.6,3.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11326,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2023,,2.1,,1.5,2.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11327,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2024,,2.1,,1.4,2.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11328,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2019,,7.0,,5.8,8.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11329,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2020,,8.4,,6.9,10.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11330,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2021,,8.5,,7.0,10.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11331,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2022,,8.4,,7.0,9.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11332,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2023,,10.2,,8.6,11.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11333,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2024,,11.2,,9.7,12.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11334,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2019,,5.6,,4.9,6.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11335,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2020,,5.9,,5.1,6.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11336,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2021,,6.4,,5.7,7.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11337,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2022,,8.0,,7.2,9.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11338,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2023,,7.3,,6.5,8.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11339,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2024,,7.8,,7.0,8.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA33,SC_NHISA00"
11340,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2019,,4.6,,4.3,5.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA33,SC_NHISA00"
11341,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2020,,4.5,,4.1,4.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA33,SC_NHISA00"
11342,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2021,,4.6,,4.3,5.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA33,SC_NHISA00"
11343,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2022,,5.5,,5.1,5.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA33,SC_NHISA00"
11344,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2023,,6.0,,5.6,6.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA33,SC_NHISA00"
11345,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2024,,6.4,,6.0,6.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA33,SC_NHISA00"
11346,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2019,,3.1,,2.5,3.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA33,SC_NHISA00"
11347,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2020,,3.3,,2.7,4.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA33,SC_NHISA00"
11348,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2021,,2.4,,1.9,3.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA33,SC_NHISA00"
11349,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2022,,3.0,,2.5,3.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA33,SC_NHISA00"
11350,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2023,,3.5,,2.8,4.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA33,SC_NHISA00"
11351,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2024,,3.9,,3.2,4.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA33,SC_NHISA00"
11352,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2019,,6.6,,3.9,10.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11353,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2020,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11354,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2021,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11355,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2022,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11356,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2023,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11357,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2024,,7.9,,4.3,12.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
11358,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2019,,1.9,,1.2,2.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA33,SC_NHISA00"
